Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
48 Isabella - 1 Bedroom Apartment for Rent,2325,"48 Isabella Street, Toronto, ON, M4Y 1N2",2024-03-11 15:52:25,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,772,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/48-isabella-1-bedroom-apartment-for-rent/1682872998
1 bedroom available now! Central Annex,2275,"250 St. George Street, Toronto, ON, M5R 3L8",2024-03-11 15:51:52,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"November 24, 2023",Limited,430,No,No,Not Included,No,Laundry (In Building),Elevator in Building,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-available-now-central-annex/1678421807
214 St George - Studio Apartment for Rent,2150,"214 St. George Street, Toronto, ON, M5R 2N8",2024-03-11 15:51:20,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,500,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/214-st-george-studio-apartment-for-rent/1681570713
Female  Roommate,980,"North York, ON M2R 1P1",2024-03-11 15:50:54,,,,,,,,,No,,Yes,,,,,,"I'm seeking a female roommate to share a room in an apartment available for rent starting April 1, 2024, located at 605 Finch Ave West. The monthly rent is $980, including all utilities like internet and electricity. The unit comprises two rooms and a study den, along with two bathrooms. However, there's only one shower we'd need to share. Conveniently, it's close to a bus station, taking about 10 to 12 minutes to reach Finch and Finch West subway stations. Plus, it's near Seneca@york campus and York University. I'm looking for a long-term renter who values cleanliness and respectfulness, doesn't smoke drugs, and doesn't own pets due to personal preferences. Please note, this unit is part of an apartment, not a condo. For further details, feel free to text me at 6477829379.",28 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/female-roommate/1687911702
153 St George - 1 Bedroom Apartment for Rent,2300,"153 St. George Street, Toronto, ON, M5R 2L9",2024-03-11 15:50:44,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,679,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/153-st-george-1-bedroom-apartment-for-rent/1684003334
149 St George - Studio Apartment for Rent,1900,"149 St. George, Toronto, ON, M5R 2L9",2024-03-11 15:50:10,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,500,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/149-st-george-studio-apartment-for-rent/1686103146
Short Term Rental Room Keele & Wilson,70,"Downsview Park Boulevard, North York, ON",2024-03-11 15:50:05,,,,,,,,,No,,Yes,,,,,,"Short Term Rental Room, FULLY FURNISHED, HYDRO LAUNDRY INTERNET included - READY TO MOVE IN.",20 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/short-term-rental-room-keele-wilson/1687911616
Short Term Rental - Downsview Park - Keele & Wilson,70,"North York, ON M3M 1X1",2024-03-11 15:48:55,,,,,,,,,No,,Yes,,,,,,"Short Term Rental Room, FULLY FURNISHED - ALL INCLUSIVE AND READY TO MOVE IN.",49 visits,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/short-term-rental-downsview-park-keele-wilson/1687911508
Furnished room for rent( upstairs ),800,"92 Charles Brown Rd, Markham, ON L3S 4V4",2024-03-11 15:48:07,,,,,,,,,No,,Yes,,,,,,From March15th Furnished room for rent (upstairs) with sharing washroom and kitchen.for more info 6479826207.,25 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-for-rent-upstairs/1687911429
"A Beautiful, Upscale Office Could Be Yours!",1050,"Bay Street, Toronto, ON",2024-03-11 15:47:02,,,,,,,,,,,Yes,,,,,,"Are you sick of battling in noisy, distracting offices? Do you long for a day office or private office that really conveys your professionalism? The wait is now over! We are pleased to provide our unique Flash Sale, a once-in-a-lifetime chance to get an incredible discount on the office space of your dreams.
Give ZEMLAR Offices a call at 1-833.936.5277, and let us turn your desk into a productive machine right away!
At ZEMLAR Offices, we understand that every business has unique needs and budgets. That's why we're committed to customizing a tailored package that perfectly aligns with your requirements. Whether you're a budding entrepreneur or a seasoned professional, we have options to suit every budget, ensuring that you can seize this opportunity without breaking the bank.
Imagine working in an environment specifically designed to enhance your productivity and fuel your success. Say goodbye to distractions and hello to a serene, focused workspace. Our offices offer the ideal setting for you to unleash your full potential and propel your business to new heights.",2 visits,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/a-beautiful-upscale-office-could-be-yours/1687911349
Cottage for Rent (Kawartha Lakes),,"Toronto, ON M6G 1L5",2024-03-11 15:45:28,,,,,,,,,No,,Yes,,,,,,"lakefront Cottage for rent in Kawartha lakes, t, Please call at (416)-617-0241. for details",235 visits,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/cottage-for-rent-kawartha-lakes/1681545138
Virtual Offices Can Be the Way to Go in 2024!,50,"Bay Street, Toronto, ON",2024-03-11 15:44:15,,,,,,,,,,,Yes,,,,,,"Are you a start-up? Small business? Are you worried about showing up on Google with your home address? The Virtual Office strategy is for you! We provide the most competitive Virtual Office packages in the GTA!
What is a Virtual Office you ask? A Virtual Office is a business package that offers small business owners or start ups operating from their home offices with the opportunity to use the address of an actual business facility. Not only will you have access to a professional address, but you will also receive mail and parcel handling services as part of your monthly plan, starting at $50/month + HST. Very affordable!
We also have other great plans that give you access to additional services we offer, such as Meeting Room and coworking spaces usage!
ZEMLAR OFFICES offer freedom and affordability for startups or established businesses that want to go a new, state-of-the-art route! Welcome to the new decade and all that it has to offer your business!
Please check our website for more information at: https://members.zemlar.ca/signup?office=64b843cba0d30d59f61f1f91 and sign up for the plan that best meets your business needs.
Please call 905.232.5757 for more information, or email us at admin.330bay@zemlar.ca
Improve your productivity and enhance your networking. The future is now…",3 visits,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/virtual-offices-can-be-the-way-to-go-in-2024/1687911074
Rent gorgeous 2 Bedroom 2 Bath condo fully-furnished on Queen W,3490,"1181 Queen St W, Toronto, ON",2024-03-11 15:39:00,Condo,2,2,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,0,1 Year,"January 15, 2024",Yes,750,Yes,Yes,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","Stunning 2-bedroom condo available for rent. Fully furnished -- turn-key ready. Condo overlooks the historic and trendy Queen Street West, directly across from the boutique Gladstone Hotel. Brand-new unit, with brick-wall feature, imported Italian appliances and granite finishes. Building comes with concierge, gym and additional amenities. Please contact for more info. Parking can be arranged, as well. Please contact as pricing is fluctuating.",121 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rent-gorgeous-2-bedroom-2-bath-condo-fully-furnished-on-queen-w/1681689557
2 Bedroom 1 Bath Apt Rental - Toronto Beaches on  Queen St E!,2400,"Toronto, ON M4L 1H6",2024-03-11 15:37:54,Apartment,2,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"March 11, 2024",No,600,No,No,Not Included,No,"Laundry (In Building), Fridge / Freezer",,"Location! Location! Location! Renovated 2 Bedroom 1 Bath Upper level Apartment. Bright And Spacious In Toronto's Highly Sought After Beaches Area. Steps to Boardwalk, Lake Beach, parks, bicycle path, tennis court, playground and swimming pool, Great Schools And Much More.
No Parking, No Smokers, No Pets.
$150/month utilities included in list price.
Message me your email, phone number, and availability to receive more information and coordinate a showing!",32 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-1-bath-apt-rental-toronto-beaches-on-queen-st-e/1687910449
Fully Furnished Room for Rent,550,"3420 Eglinton Ave E, Toronto, ON M1J 2H9",2024-03-11 15:29:00,,,,,,,,,,,Yes,,,,,,"Master bedroom available, well maintained main floor Bedroom available for rent at a prime location. Rent 550+ utilities.
FULLY FURNISHED WITH ATTACHED WASHROOM AND WALK IN CLOSET.
Available immediately
Rent: 550+ all Utilities
All amenities at walking distance (Supermarket, Tims, Dollarama, Cedarbrae mall, Gas station, Shoppers, Indian grocery store, Library)
You don’t have to pay anything extra. Laundry is in the apartment
Major Intersection: Eglington and Markham
Convenient 2 mins walk to bus stops 86, 116, 905, 986, 902 & 102 . Direct buses to subway stations and even go stations.
30 min from Downtown (GO train)
Looking for someone who is clean and tidy.
Requirements: First and last month rent.
Serious inquiries only!
*Please provide a little bit of information about yourself when asking for room availability or viewing*",121 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/fully-furnished-room-for-rent/1687909520
May 1st - Bayview & Yorkmills Room + Share Common Area+ Parking,925,"North York, ON M2L 2N6",2024-03-11 15:26:21,,,,,,,,,No,,Yes,,,,,,"Available May 1st. Prestigious, quiet neighborhood with country living style in the city. House is surrounded by large yard, ravine and hiking trails. Convenient to shopping at Bayview Village and Yorkmills Shopping Plaza and one direct TTC bus to Yonge & Yorkmills TTC Station or one stop to Bayview & Sheppard Station and near HWY 401. Have 2 large furnished bedrooms to choose from (one person per room only. NO SHARING). One facing side yard with above ground windows showing good daylight with custom-built large wardrobe, large desk/chair, bed, shelf cabinet. Another room has super large desk/chair, large chest of drawer, wardrobe. Share ground floor apartment with large living, dining and fully equipped open kitchen (with all appliances) with other respectful, collaborative single professionals. Spacious Apartment has walk-out to all around yard and ravine to enjoy. Rent is $925 to $965 per month for a minimum one year inclusive of utilities, high speed internet, free laundry; otherwise, add $50 extra for minimum 6 months. Parking available at extra cost. MUST SEE! Please Whatsapp or i-message at +1416-668-8281 only to get video tour, book viewing appointment and get address. Absolutely no smoking and no pets. Only one person for room, no sharing.",36 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/may-1st-bayview-yorkmills-room-share-common-area-parking/1687909245
Furnished private rooms for rent in North York Toronto,1350,"North York, ON M3K",2024-03-11 15:22:50,,,,,,,,,No,,Yes,,,,,,"One private room $1350 is available from April 1, 2024. Long-term lease; One bedroom one person ONLY. All utilities Included. All furnished (Table, Office Chair, Bed and Mattress). Two bedrooms share One bathroom. Shared kitchen, living room and laundry room. Full of nature light; All W/I closet. Walk To Parks & Trails & Community Center. Step To Yorkdale Mall, Costco, Mins To TTC/York U/Hwy 401/Airport. New Steels Appliance, Built-In Dishwasher, Fan-Hood and Stove. Front-Load Washer & Dryer. All Existing Lighting and Fixtures. A/C Is Ready. No pets, no smoke, no party.",46 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-private-rooms-for-rent-in-north-york-toronto/1687908893
1 Bedroom Apartment- North York Don Valley Parkway Brookbanks Dr,2475,"5 and 15 Brookbanks Drive, Toronto, ON, M3A 3R9",2024-02-28 00:08:54,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer",Elevator in Building,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today.Realstar's Brookbanks Apartments are well-appointed apartment rental buildings conveniently located at the Don Valley Parkway and Brookbanks Drive. These apartments for rent are in the heart of North York making commuting and running errands easy. Take advantage of the many walking trails in the area, or enjoy sipping coffee from your large balcony taking in the view of beautiful Donalda Park. This vibrant North York neighbourhood will fulfill your every need.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-north-york-don-valley-parkway-brookbanks-dr/1683740728
1 Bedroom Apartment for Rent Steps to Victoria Park Station!,2395,"30 Denton Avenue, Toronto, ON, M1L 4P2",2024-03-07 00:09:55,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer","Pool, Elevator in Building","Live well at Cambridge Place Apartments, located in the heart of Danforth Village. Rent an apartment close to major transit hubs, including the Danforth GO Station and the Victoria Park TTC Station. With many local shops and conveniences in the area, this is the perfect spot to call home. All these conveniences, compliment your bright and airy suite. Enjoy sipping coffee from your balcony or take a dip in our pool. This vibrant Scarborough neighbourhood will fulfill your every need.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-steps-to-victoria-park-station/1653225839
39 Niagara - One Bedroom Suites for Rent in King West,2471,"39 Niagara Street, Toronto, ON, M5V 1C2",2024-03-12 23:31:48,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,Limited,Not Available,No,Yes,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, Bicycle Parking, Elevator in Building","For a limited time only, enjoy 1 month free rent on select suites. Inquire today!*",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/39-niagara-one-bedroom-suites-for-rent-in-king-west/1647499864
Davisville Village Apartments - Bachelor available at 111 Davisv,1790,"111 Davisville Avenue, Toronto, ON, M4S 2Y9",2024-03-13 15:05:45,Apartment,Bachelor/Studio,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Visit our Website: https://www.rpmsi.ca/property/davisville-village-apartments-111-davisville/,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/davisville-village-apartments-bachelor-available-at-111-davisv/1669327539
1 Bedroom + den (= 2nd Bedroom),,"488 University Ave, Toronto, ON M5G 0C1",,Condo,1 + Den,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,"March 2, 2024",No,650,No,Yes,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Elevator in Building","1 Bedroom + Den (= 2nd Bedroom), available immediately, call for price. With 5-Star Designing, Efficient Layout, At 488 University Ave, Luxurious Building In The Heart Of Downtown Toronto. Bedroom With Wide Window, Big Den Can Be Used As 2nd Bedroom Without Window. Luxury Finishes, Modern Kitchen Granite Countertops and High End Appliances. Large Living Room With Wide Window And A Spacious Balcony, Afternoon Sun, 9 Ft Ceiling, Open Concept Living/Dining Area, Walk In Closet. Direct Access To St. Patrick Subway TTC Station, Surrounded By Fabulous Restaurants, Cafes, Eaton Centre, Theatres, City Hall, Provincial Government Building, 4 Major Hospitals, Financial District, University of Toronto and Toronto Metropolitan University. Plus: Fridge, Electric Ceran CookTop, Built-In Dishwasher, Concealed Range Hood, Built-In Stainless Steel Oven, Built Stainless Steel Micro Oven, Washer, Dryer, Existing Blinds & Upgraded Electrical Light Fixtures.",155 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-den-2nd-bedroom/1684080266
